loss,accuracy,val_loss,val_accuracy,lr
0.493439108,0.770516574,0.453412354,0.790127814,0.001
0.443746954,0.796265662,0.426930457,0.8062433,0.001
0.413821846,0.812010705,0.398648411,0.817578793,0.001
0.39073965,0.822565913,0.379845798,0.829655647,0.001
0.370749474,0.833491862,0.343480796,0.846590579,0.001
0.351142496,0.842500865,0.3292858,0.852424145,0.001
0.33347711,0.851183057,0.318021894,0.859447837,0.001
0.3160505,0.860011637,0.285279602,0.876480341,0.001
0.300228834,0.868674278,0.273990363,0.882840693,0.001
0.284074605,0.875976145,0.261371613,0.886469603,0.001
0.266784728,0.884404719,0.247034535,0.897141755,0.001
0.252370715,0.89134562,0.239452362,0.898058712,0.001
0.238989577,0.898579121,0.229350477,0.901141346,0.001
0.228037283,0.903559208,0.203187019,0.912496328,0.001
0.218419984,0.907871068,0.19276166,0.919637084,0.001
0.210520685,0.911978006,0.198685497,0.917256832,0.001
0.204114154,0.914304674,0.183171138,0.924768329,0.001
0.197325155,0.917606831,0.172947899,0.927675366,0.001
0.192473546,0.920528531,0.171285138,0.931323767,0.001
0.187644973,0.922738135,0.163269281,0.933704019,0.001
0.181594446,0.925537884,0.152385101,0.938640118,0.001
0.176559165,0.92795229,0.161212355,0.935147762,0.001
0.172776371,0.928961992,0.159437239,0.933684528,0.001
0.168834195,0.931186199,0.162570417,0.935381889,0.001
0.16581662,0.932039797,0.152137637,0.938503563,0.001
0.163389951,0.932810426,0.15804778,0.935186803,0.001
0.160352066,0.935249269,0.140583143,0.943537235,0.001
0.156496018,0.936429679,0.129685521,0.949526846,0.001
0.152940765,0.937917352,0.122661367,0.951185226,0.001
0.150777534,0.939053833,0.131171957,0.948434293,0.001
0.148978889,0.939463556,0.127191782,0.94997561,0.001
0.146645218,0.940482974,0.124948718,0.950951099,0.001
0.145188347,0.941751182,0.116177358,0.954189837,0.001
0.143446162,0.941785336,0.126458168,0.948414803,0.001
0.1408889,0.943404675,0.111490913,0.956862748,0.001
0.138875112,0.944224119,0.137877077,0.9466784,0.001
0.137607098,0.944770455,0.111301459,0.957018852,0.001
0.135755107,0.945141137,0.111720778,0.955633581,0.001
0.135861844,0.945784986,0.126192853,0.948063612,0.001
0.131175339,0.947355568,0.104874693,0.960335553,0.001
0.13120389,0.947614074,0.118344583,0.953175306,0.001
0.130471349,0.948175013,0.115779161,0.95395571,0.001
0.127568156,0.94857502,0.111915492,0.956004322,0.001
0.125496477,0.949750483,0.096184358,0.962384164,0.001
0.125195161,0.950121224,0.104903415,0.959106445,0.001
0.123872235,0.950867474,0.103491224,0.958989382,0.001
0.122243315,0.95147717,0.092357986,0.965935051,0.001
0.121829718,0.95122844,0.102581494,0.959496617,0.001
0.12038409,0.952203989,0.098312169,0.961116016,0.001
0.120644167,0.952116191,0.117355794,0.954384923,0.001
0.118868917,0.952725887,0.099363409,0.961993933,0.001
0.115504839,0.954023302,0.099281438,0.961603761,0.001
0.114971079,0.95415014,0.092495188,0.964003503,0.001
0.116172791,0.953764796,0.092432246,0.963984013,0.001
0.113875069,0.954623282,0.112951808,0.956394494,0.001
0.112648368,0.955389082,0.089263469,0.965447247,0.001
0.112950608,0.955072045,0.090717562,0.963047504,0.001
0.111807562,0.955569565,0.094958238,0.962988973,0.001
0.109987289,0.956125617,0.081210859,0.968373835,0.001
0.107965313,0.958115697,0.083059825,0.966500819,0.001
0.109754197,0.956320703,0.09569329,0.962949932,0.001
0.107638977,0.957832754,0.079498529,0.96985662,0.001
0.106109567,0.957954705,0.091992147,0.96488148,0.001
0.106079362,0.958183944,0.088779926,0.965974033,0.001
0.105935305,0.958486378,0.085864052,0.967417836,0.001
0.10385824,0.958857059,0.077099301,0.970617473,0.001
0.101547316,0.959886253,0.092017949,0.962852418,0.001
0.104136989,0.959105849,0.084584914,0.966247201,0.001
0.101218179,0.960295975,0.080606759,0.968178689,0.001
0.101102002,0.959925294,0.089954123,0.96390599,0.001
0.101340815,0.959822834,0.08278618,0.967515349,0.001
0.10013482,0.960432529,0.074548036,0.971202791,0.001
0.099210002,0.961442232,0.078110412,0.969466388,0.001
0.098934196,0.961183727,0.082302526,0.968139708,0.001
0.099000283,0.961154461,0.080924757,0.96852988,0.001
0.097874992,0.961700737,0.078603253,0.969485879,0.001
0.097346738,0.961783648,0.089261778,0.965622842,0.001
0.09609361,0.962495804,0.089367323,0.964725375,0.001
0.095606945,0.962612867,0.07380493,0.971417427,0.001
0.096493267,0.962076306,0.070343152,0.972431958,0.001
0.095022559,0.962837219,0.079744354,0.96919322,0.001
0.093150415,0.963910282,0.066153422,0.974421978,0.001
0.092271715,0.96418345,0.073013425,0.971261322,0.001
0.094740674,0.963281095,0.079428516,0.968237221,0.001
0.091549814,0.964168847,0.070763983,0.972373426,0.001
0.09166269,0.96368593,0.070418343,0.972744107,0.001
0.091558404,0.964954138,0.063617483,0.976255953,0.001
0.091578133,0.964193225,0.078144275,0.970012665,0.001
0.08961767,0.964656591,0.07364627,0.972802639,0.001
0.091372721,0.964871228,0.065608673,0.975026846,0.001
0.089703187,0.964934587,0.073300079,0.971827149,0.001
0.089384489,0.965500414,0.071089208,0.972978234,0.001
0.089938737,0.964807808,0.074775606,0.971046746,0.001
0.088017091,0.965875983,0.06962502,0.972568512,0.001
0.08778996,0.965812564,0.059791192,0.977914333,0.001
0.088011801,0.965373576,0.06891875,0.972997785,0.001
0.087312713,0.965866268,0.061726633,0.976373017,0.001
0.087612912,0.965973556,0.06488432,0.975514591,0.001
0.087745346,0.96575892,0.091743134,0.964393735,0.001
0.086422406,0.966480851,0.085447587,0.9668715,0.001
