,loss,accuracy,val_loss,val_accuracy
75,0.24779056012630463,0.9042056798934937,0.32086554169654846,0.8739510774612427
76,0.250252902507782,0.903365433216095,0.3144139349460602,0.8808488249778748
77,0.24483232200145721,0.9057543873786926,0.36251264810562134,0.8645050525665283
78,0.23468518257141113,0.9099007248878479,0.2918587028980255,0.8936338424682617
79,0.24193331599235535,0.9064573049545288,0.305183082818985,0.8826501369476318
80,0.23164218664169312,0.9106146693229675,0.37042948603630066,0.8597601056098938
81,0.235970139503479,0.9094119071960449,0.2975699007511139,0.8852862119674683
82,0.24070318043231964,0.9075996279716492,0.30620497465133667,0.8837485313415527
83,0.22602136433124542,0.9130365252494812,0.2839161455631256,0.8933043479919434
84,0.230817049741745,0.9106201529502869,0.25406405329704285,0.9013444185256958
85,0.22374723851680756,0.9137175679206848,0.35169342160224915,0.8634506464004517
86,0.22706781327724457,0.912333607673645,0.3135930299758911,0.8759500980377197
87,0.22847484052181244,0.912531316280365,0.3394594192504883,0.8688985705375671
88,0.23220963776111603,0.911504328250885,0.28156694769859314,0.8930187821388245
89,0.23189836740493774,0.911718487739563,0.2890453636646271,0.8870436549186707
90,0.2333807647228241,0.9112462401390076,0.3126371502876282,0.8808488249778748
91,0.22007787227630615,0.9152607321739197,0.2770455479621887,0.8931066393852234
92,0.21985429525375366,0.9157385230064392,0.39006999135017395,0.8450859189033508
93,0.22493775188922882,0.9144918918609619,0.3384163975715637,0.8777294754981995
94,0.21441176533699036,0.9184460043907166,0.2934400141239166,0.8893721699714661
95,0.2086317539215088,0.9194510579109192,0.2343902736902237,0.9130310416221619
96,0.2085149735212326,0.9204176068305969,0.2993481457233429,0.8924256563186646
97,0.21974129974842072,0.9161559343338013,0.26517006754875183,0.9017178416252136
98,0.22696389257907867,0.9132122993469238,0.24772626161575317,0.907341480255127
99,0.21825015544891357,0.9175947904586792,0.29047152400016785,0.8904485702514648
