,loss,accuracy,val_loss,val_accuracy
0,1.0699979066848755,0.3864724636077881,1.0783013105392456,0.36823952198028564
1,1.0467820167541504,0.4221365451812744,1.0727627277374268,0.4263872504234314
2,1.02091646194458,0.4494365453720093,1.0451183319091797,0.44420281052589417
3,0.9962143301963806,0.46742233633995056,1.3710501194000244,0.3277316391468048
4,0.9650872945785522,0.4911196827888489,1.1109858751296997,0.42067572474479675
5,0.9344933032989502,0.5083531141281128,1.1772091388702393,0.3993892967700958
6,0.89957594871521,0.5356366038322449,0.900743842124939,0.533170759677887
7,0.8619751334190369,0.5578511357307434,0.9000169038772583,0.5333245396614075
8,0.8230363130569458,0.5867108106613159,0.8689939975738525,0.5564782023429871
9,0.7959241271018982,0.6071515083312988,0.8284399509429932,0.5972936153411865
10,0.7614200711250305,0.6310300230979919,1.141266107559204,0.5030534863471985
11,0.7372439503669739,0.6498396396636963,0.7659103870391846,0.6370326280593872
12,0.7080814838409424,0.6717301607131958,0.7305532693862915,0.6616581082344055
13,0.689272940158844,0.68595951795578,0.7369474172592163,0.6561662554740906
14,0.6573966145515442,0.7054281234741211,0.6698780655860901,0.6963446140289307
15,0.6401532292366028,0.7171971797943115,0.7188011407852173,0.6730152368545532
16,0.6195338368415833,0.7300151586532593,0.6523550748825073,0.7145995497703552
17,0.6011756062507629,0.7410373091697693,0.6360707879066467,0.7267035841941833
18,0.5842478275299072,0.7495716214179993,0.6152191162109375,0.7380387783050537
19,0.5763061046600342,0.7549207210540771,0.6113767027854919,0.7391151785850525
20,0.5460047721862793,0.7705779671669006,0.588853120803833,0.7534818053245544
21,0.5347612500190735,0.7755700349807739,0.6225621700286865,0.7441896200180054
22,0.5185100436210632,0.7835442423820496,0.5818853974342346,0.7534598708152771
23,0.509697675704956,0.7870535254478455,0.5590152144432068,0.7707701921463013
24,0.5342339873313904,0.7768990993499756,0.6296401023864746,0.7291419506072998
25,0.49864569306373596,0.7948849201202393,0.5501401424407959,0.7716049551963806
26,0.47768592834472656,0.8025020956993103,0.5640788674354553,0.764136016368866
27,0.46079424023628235,0.8111847043037415,0.4776698052883148,0.805522620677948
28,0.44984036684036255,0.8171543478965759,0.4730568528175354,0.8067967295646667
29,0.4330483376979828,0.8249253034591675,0.4530823230743408,0.8138921856880188
30,0.4255112409591675,0.8282313942909241,0.4610212445259094,0.8114538192749023
31,0.4262046813964844,0.8290771245956421,0.4467616677284241,0.8200870156288147
32,0.41140589118003845,0.8338001370429993,0.4860185980796814,0.8101357817649841
33,0.40198343992233276,0.8392370939254761,0.4383601248264313,0.8255129456520081
34,0.39356207847595215,0.8421642184257507,0.4675338864326477,0.8100259304046631
35,0.394099622964859,0.842746376991272,0.42985934019088745,0.8306753039360046
36,0.38582301139831543,0.8459316492080688,0.4478386342525482,0.8200430274009705
37,0.376649409532547,0.8511489033699036,0.4100002944469452,0.8383638858795166
38,0.377056747674942,0.8508578538894653,0.43905308842658997,0.8319713473320007
39,0.36818239092826843,0.8542298078536987,0.4633493721485138,0.8208558559417725
40,0.3662256598472595,0.8545483350753784,0.4767282009124756,0.8116075992584229
41,0.35827311873435974,0.858881413936615,0.45545855164527893,0.815210223197937
42,0.3479928970336914,0.8632474541664124,0.4483596980571747,0.8288739323616028
43,0.34192776679992676,0.8655869960784912,0.3781515955924988,0.8567725419998169
44,0.3378084897994995,0.8666908144950867,0.3861359655857086,0.8478537797927856
45,0.33509865403175354,0.8685141205787659,0.41057050228118896,0.8464478850364685
46,0.3259755074977875,0.8723968863487244,0.40704476833343506,0.8450639247894287
47,0.3303292989730835,0.8712600469589233,0.3881485164165497,0.8468213081359863
48,0.3276711702346802,0.8718202114105225,0.36512330174446106,0.8611879944801331
49,0.3182770013809204,0.8756425380706787,0.3752919137477875,0.8592109084129333
50,0.3122105896472931,0.877718448638916,0.3592327833175659,0.8576292991638184
51,0.3125309348106384,0.8775372505187988,0.40251392126083374,0.8497869372367859
52,0.3148657977581024,0.8773395419120789,0.36129048466682434,0.8616712689399719
53,0.3090144395828247,0.8792836666107178,0.373870313167572,0.8582004308700562
54,0.3152400255203247,0.8775537014007568,0.3558744490146637,0.8649224638938904
55,0.2958613336086273,0.8849292397499084,0.35217761993408203,0.866679847240448
56,0.3002929985523224,0.8836386799812317,0.37391889095306396,0.856486976146698
57,0.30047154426574707,0.8845228552818298,0.34551870822906494,0.8641536235809326
58,0.2916503846645355,0.8871095180511475,0.36210522055625916,0.8619788289070129
59,0.292929470539093,0.8869941830635071,0.3699365556240082,0.8511489033699036
60,0.2862571179866791,0.889569878578186,0.3763119876384735,0.8522472381591797
61,0.282884418964386,0.8892238736152649,0.34907811880111694,0.8635604977607727
62,0.2762381434440613,0.8931450843811035,0.39812612533569336,0.8461623191833496
63,0.2853471636772156,0.8897730708122253,0.40360087156295776,0.8358376026153564
64,0.2782476842403412,0.8923652172088623,0.37585118412971497,0.8504679203033447
65,0.27698710560798645,0.8923322558403015,0.43342891335487366,0.8222837448120117
66,0.2677377760410309,0.8960942029953003,0.4018886685371399,0.8387593030929565
67,0.26653581857681274,0.8968465924263,0.3684539794921875,0.8614296317100525
68,0.27483195066452026,0.8942708969116211,0.3103889226913452,0.8822986483573914
69,0.2597487270832062,0.899976909160614,0.3744126260280609,0.8507095575332642
70,0.255685955286026,0.9011247158050537,0.3676247000694275,0.8532357811927795
71,0.26450589299201965,0.897384762763977,0.3441465198993683,0.8666359186172485
72,0.25683751702308655,0.8992849588394165,0.2954729199409485,0.8879882097244263
73,0.25278276205062866,0.9027283787727356,0.396179735660553,0.8461183309555054
74,0.263506680727005,0.8986424207687378,0.3920280933380127,0.8440314531326294
