best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.06525487452745438,0.03956102952361107,0.9751821160316467,0.9849645495414734,0.0010000000474974513,97
