loss,accuracy,val_loss,val_accuracy,lr
0.9618625640869141,0.5336328148841858,0.953845739364624,0.5601617693901062,0.0010000000474974513
0.7245587110519409,0.6829829812049866,0.757476270198822,0.6882271766662598,0.0010000000474974513
0.5067905783653259,0.796532392501831,0.7043799757957458,0.7233899831771851,0.0010000000474974513
0.38867196440696716,0.8509417772293091,0.4673910140991211,0.8270403742790222,0.0010000000474974513
0.3320237994194031,0.8750648498535156,0.37911415100097656,0.8536611795425415,0.0010000000474974513
0.29695823788642883,0.889689028263092,0.35204991698265076,0.8680852651596069,0.0010000000474974513
0.2765941619873047,0.8966253399848938,0.3843769133090973,0.8566454648971558,0.0010000000474974513
0.2602912485599518,0.903015673160553,0.3090446889400482,0.8846935629844666,0.0010000000474974513
0.24848584830760956,0.9060972929000854,0.46532174944877625,0.8357337713241577,0.0010000000474974513
0.23676498234272003,0.9112224578857422,0.2834796607494354,0.8966091275215149,0.0010000000474974513
0.22745414078235626,0.9144392609596252,0.2950623631477356,0.8905107975006104,0.0010000000474974513
0.21919496357440948,0.9182885885238647,0.27245041728019714,0.9012369513511658,0.0010000000474974513
0.21238036453723907,0.9206511378288269,0.29066354036331177,0.8937113285064697,0.0010000000474974513
0.20524226129055023,0.9220243692398071,0.38199180364608765,0.8619220852851868,0.0010000000474974513
0.1988929808139801,0.9251546263694763,0.3564103841781616,0.8756974339485168,0.0010000000474974513
0.19112613797187805,0.9273658394813538,0.23793616890907288,0.9126119017601013,0.0010000000474974513
0.18926717340946198,0.9288849830627441,0.3622894287109375,0.8665931224822998,0.0010000000474974513
0.18135987222194672,0.9314259886741638,0.23573680222034454,0.9139959216117859,0.0010000000474974513
0.17645874619483948,0.9329289197921753,0.24018001556396484,0.9123740196228027,0.0010000000474974513
0.17055392265319824,0.9351293444633484,0.23506876826286316,0.9139742851257324,0.0010000000474974513
0.16537867486476898,0.9370161294937134,0.23847314715385437,0.9114657640457153,0.0010000000474974513
0.16307120025157928,0.9378054738044739,0.32667404413223267,0.8805847764015198,0.0010000000474974513
0.15568982064723969,0.9409411549568176,0.28876933455467224,0.8965226411819458,0.0010000000474974513
0.15077297389507294,0.9427738785743713,0.2775556147098541,0.8976039290428162,0.0010000000474974513
0.1451978087425232,0.944374144077301,0.24581165611743927,0.912222683429718,0.0010000000474974513
0.13943177461624146,0.9470340609550476,0.2198735475540161,0.9199861884117126,0.0010000000474974513
0.13617345690727234,0.9485965371131897,0.24512194097042084,0.9144500494003296,0.0010000000474974513
0.12799330055713654,0.9513158798217773,0.19278359413146973,0.9309502243995667,0.0010000000474974513
0.12409771978855133,0.9534784555435181,0.18169796466827393,0.9359240531921387,0.0010000000474974513
0.11751097440719604,0.9558464288711548,0.17850099503993988,0.9345183968544006,0.0010000000474974513
0.11363214254379272,0.957598090171814,0.19113266468048096,0.9325937628746033,0.0010000000474974513
0.10766823589801788,0.959571361541748,0.1756751984357834,0.9381082057952881,0.0010000000474974513
0.10058973729610443,0.9621177911758423,0.15429800748825073,0.9459366202354431,0.0010000000474974513
0.09921320527791977,0.9630422592163086,0.22038514912128448,0.9223216772079468,0.0010000000474974513
0.09425141662359238,0.9653237462043762,0.17153096199035645,0.9397733807563782,0.0010000000474974513
0.08994027972221375,0.9666374921798706,0.1449318528175354,0.9486397504806519,0.0010000000474974513
0.08486687391996384,0.9683728814125061,0.15580184757709503,0.9457203149795532,0.0010000000474974513
0.0822780430316925,0.9699353575706482,0.2082429677248001,0.9240517020225525,0.0010000000474974513
0.07508451491594315,0.9726601243019104,0.13248223066329956,0.9517754316329956,0.0010000000474974513
0.07389887422323227,0.9729629158973694,0.16406527161598206,0.9422602653503418,0.0010000000474974513
0.0726274624466896,0.9735738039016724,0.14822904765605927,0.9502184391021729,0.0010000000474974513
0.06819871813058853,0.9747848510742188,0.12730672955513,0.9557977318763733,0.0010000000474974513
0.06842070072889328,0.975476861000061,0.140244260430336,0.950391411781311,0.0010000000474974513
0.0635162889957428,0.976974368095398,0.19539916515350342,0.9335236549377441,0.0010000000474974513
0.06270860880613327,0.9775798916816711,0.16276977956295013,0.9444876909255981,0.0010000000474974513
0.06253507733345032,0.9774014949798584,0.1307738572359085,0.9544786214828491,0.0010000000474974513
0.05758364126086235,0.9790936708450317,0.18858139216899872,0.9367241859436035,0.0010000000474974513
0.058242760598659515,0.9791693687438965,0.14778302609920502,0.9518187046051025,0.0010000000474974513
0.053783610463142395,0.9807642698287964,0.10593104362487793,0.9648155570030212,0.0010000000474974513
0.05377308279275894,0.9805101156234741,0.0976349413394928,0.968924343585968,0.0010000000474974513
0.05562196299433708,0.9801695346832275,0.09842412918806076,0.966372549533844,0.0010000000474974513
0.04948399215936661,0.9821374416351318,0.13615253567695618,0.9538514614105225,0.0010000000474974513
0.05024585500359535,0.9818238615989685,0.14177903532981873,0.9534406065940857,0.0010000000474974513
0.0478060208261013,0.9829375743865967,0.09190014749765396,0.9702651500701904,0.0010000000474974513
0.04866188392043114,0.9827267527580261,0.10031408816576004,0.9674971103668213,0.0010000000474974513
0.044726788997650146,0.9838079810142517,0.11022000759840012,0.9633666276931763,0.0010000000474974513
0.04496186226606369,0.9842999577522278,0.13839271664619446,0.9556247591972351,0.0010000000474974513
0.04393133893609047,0.9842243194580078,0.1453428417444229,0.9546515941619873,0.0010000000474974513
